,rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,days
109,110,2017-01-01,The Beatles,Twist And Shout - Remastered,"198,226",0.48200000000000004,0.8490000000000001,2.0,-9.198,1.0,0.0452,0.6409999999999999,7.74e-06,0.0414,0.937,124.631,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,155227.0,4.0,2.0
110,111,2017-01-01,Noah Cyrus,Make Me (Cry),"196,528",0.588,0.47100000000000003,0.0,-7.287000000000001,1.0,0.0577,0.5920000000000001,0.00146,0.0733,0.209,152.881,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,242081.0,4.0,82.0
111,112,2017-01-01,Kodak Black,No Flockin',"196,193",0.943,0.595,5.0,-8.372,0.0,0.191,0.0673,0.0,0.0839,0.815,117.53200000000001,spotify:track:34oWbFBfGEElvgO0a5c9V4,165291.0,4.0,214.0
112,113,2017-01-01,Kanye West,Father Stretch My Hands Pt. 1,"195,965",0.7240000000000001,0.573,7.0,-4.113,1.0,0.0549,0.11800000000000001,0.0,0.5379999999999999,0.43799999999999994,113.088,spotify:track:4KW1lqgSr8TKrvBII0Brf8,135920.0,4.0,65.0
113,114,2017-01-01,fun.,We Are Young (feat. Janelle Monáe),"194,870",0.37799999999999995,0.638,10.0,-5.5760000000000005,1.0,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184.08599999999998,spotify:track:7a86XRg84qjasly9f6bPSD,250627.0,4.0,2.0
114,115,2017-01-01,Aretha Franklin,Respect,"194,667",0.805,0.5579999999999999,0.0,-5.226,1.0,0.040999999999999995,0.16399999999999998,2.2e-05,0.0546,0.965,114.95,spotify:track:7s25THrKz86DM225dOYwnr,147600.0,4.0,6.0
115,116,2017-01-01,Meek Mill,Litty (feat. Tory Lanez),"194,516",0.5920000000000001,0.701,10.0,-4.013999999999999,0.0,0.0858,0.0451,0.0,0.327,0.282,129.501,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,280615.0,4.0,76.0
116,117,2017-01-01,Post Malone,Congratulations,"192,751",0.63,0.804,6.0,-4.183,1.0,0.0363,0.215,0.0,0.253,0.49200000000000005,123.146,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,220293.0,4.0,1093.0
117,118,2017-01-01,Charlie Puth,We Don't Talk Anymore,"189,619",0.728,0.563,1.0,-8.052999999999999,0.0,0.134,0.621,0.0,0.179,0.35200000000000004,100.01700000000001,spotify:track:37FXw5QGFN7uwwsLy8uAc0,217707.0,4.0,55.0
118,119,2017-01-01,Stevie Wonder,Superstition - Single Version,"189,573",0.633,0.634,8.0,-12.115,1.0,0.0725,0.038,0.0064,0.0385,0.872,100.499,spotify:track:1h2xVEoJORqrg71HocgqXd,245493.0,4.0,6.0
119,120,2017-01-01,Justin Bieber,Sorry,"186,703",0.654,0.76,0.0,-3.6689999999999996,0.0,0.045,0.0797,0.0,0.299,0.41,99.945,spotify:track:09CtPGIpYB4BrO8qb1RGsF,200787.0,4.0,33.0
120,121,2017-01-01,MadeinTYO,Uber Everywhere,"186,602",0.779,0.455,1.0,-15.025,1.0,0.28,0.0542,0.0,0.177,0.19699999999999998,140.181,spotify:track:7zBPzAjKAqQpcv8F8GCq5s,153429.0,4.0,12.0
121,122,2017-01-01,Drake,Pop Style,"184,790",0.713,0.462,7.0,-10.027000000000001,1.0,0.12300000000000001,0.192,2.16e-06,0.105,0.0595,133.054,spotify:track:5mPSyjLatqB00IkPqRlbTE,212947.0,4.0,52.0
122,123,2017-01-01,Petit Biscuit,Sunset Lover,"184,278",0.7829999999999999,0.467,6.0,-9.474,1.0,0.0503,0.7290000000000001,0.809,0.109,0.23600000000000002,90.838,spotify:track:0hNduWmlWmEmuwEFcYvRu1,237793.0,4.0,87.0
123,124,2017-01-01,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)","183,966",0.645,0.6940000000000001,5.0,-8.552999999999999,1.0,0.0318,0.0255,0.0,0.0805,0.813,109.068,spotify:track:3pQAy5EVacSsDLZhMIytSk,158267.0,4.0,3.0
124,125,2017-01-01,Paul Simon,You Can Call Me Al,"183,669",0.7759999999999999,0.763,5.0,-8.124,1.0,0.0535,0.182,0.0065,0.077,0.82,128.433,spotify:track:0qxYx4F3vm1AOnfux6dDxP,280000.0,4.0,1.0
125,126,2017-01-01,Big Sean,Moves,"183,502",0.812,0.522,2.0,-5.287000000000001,1.0,0.257,0.0433,0.0,0.154,0.38,75.524,spotify:track:0Fv5N0cHBsl4bzCbollCAS,142907.0,4.0,232.0
126,127,2017-01-01,Bruno Mars,That's What I Like,"183,494",0.853,0.56,1.0,-4.961,1.0,0.0406,0.013000000000000001,0.0,0.0944,0.86,134.066,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,206693.0,4.0,471.0
127,128,2017-01-01,The Weeknd,The Hills,"183,262",0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.13699999999999998,113.00299999999999,spotify:track:7fBv7CLKzipRk6EC6TWHOB,242253.0,4.0,87.0
128,129,2017-01-01,Drake,Hotline Bling,"183,047",0.8909999999999999,0.625,2.0,-7.861000000000001,1.0,0.0558,0.0026100000000000003,0.000176,0.0504,0.5479999999999999,134.967,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,267067.0,4.0,43.0
130,131,2017-01-01,The Chainsmokers,Roses,"182,217",0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.0037700000000000003,0.309,0.34299999999999997,100.001,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,226739.0,4.0,47.0
131,132,2017-01-01,Post Malone,Deja Vu,"181,649",0.62,0.69,7.0,-6.507999999999999,1.0,0.0493,0.0931,0.0,0.131,0.331,133.935,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,234213.0,4.0,117.0
132,133,2017-01-01,The Chainsmokers,Setting Fires,"181,113",0.627,0.7170000000000001,8.0,-5.751,0.0,0.0376,0.017,0.0,0.261,0.561,105.05,spotify:track:2PC9Tl8SWVO2yhDDtJcrAi,247427.0,4.0,49.0
133,134,2017-01-01,Queen,Don't Stop Me Now - 2011 Mix,"179,775",0.5670000000000001,0.8029999999999999,5.0,-7.345,1.0,0.128,0.0336,0.000164,0.728,0.6609999999999999,156.395,spotify:track:1Y62huvqw02ZuggIQfBwBy,209653.0,4.0,237.0
134,135,2017-01-01,AC/DC,You Shook Me All Night Long,"178,791",0.532,0.767,7.0,-5.5089999999999995,1.0,0.0574,0.0028699999999999997,0.000513,0.39,0.755,127.361,spotify:track:2SiXAy7TuUkycRVbbWDEpo,210173.0,4.0,2.0
135,136,2017-01-01,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","176,547",0.703,0.826,10.0,-7.178999999999999,0.0,0.0341,0.0322,0.00629,0.179,0.945,103.564,spotify:track:3mRM4NM8iO7UBqrSigCQFH,285373.0,4.0,2.0
136,137,2017-01-01,San Holo,Light,"176,446",0.57,0.763,1.0,-4.137,1.0,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,spotify:track:6jq6rcOikCZAmjliAgAmfT,239853.0,4.0,53.0
137,138,2017-01-01,Michael Jackson,P.Y.T. (Pretty Young Thing),"176,354",0.888,0.815,11.0,-4.909,0.0,0.0404,0.23,0.000424,0.127,0.961,127.273,spotify:track:5lA3pwMkBdd24StM90QrNR,238733.0,4.0,1.0
138,139,2017-01-01,Kanye West,Famous,"176,291",0.465,0.735,6.0,-3.715,1.0,0.11699999999999999,0.0711,0.0,0.0975,0.409,173.935,spotify:track:19a3JfW8BQwqHWUMbcqSx8,196040.0,4.0,46.0
139,140,2017-01-01,Van Morrison,Brown Eyed Girl,"175,044",0.491,0.583,7.0,-10.964,1.0,0.0376,0.182,0.0,0.40700000000000003,0.907,150.572,spotify:track:3yrSvpt2l1xhsV9Em88Pul,183307.0,4.0,6.0
140,141,2017-01-01,Carly Rae Jepsen,Call Me Maybe,"174,945",0.7829999999999999,0.58,7.0,-6.547999999999999,1.0,0.0408,0.0114,2.28e-06,0.10800000000000001,0.66,120.021,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,193400.0,4.0,1.0
141,142,2017-01-01,Adele,Water Under the Bridge,"174,085",0.596,0.838,5.0,-6.52,0.0,0.0704,0.0189,1.5399999999999998e-05,0.10800000000000001,0.47200000000000003,94.98200000000001,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,240427.0,4.0,75.0
142,143,2017-01-01,Desiigner,Tiimmy Turner,"173,977",0.603,0.725,6.0,-3.054,1.0,0.0393,0.174,0.0,0.0786,0.304,122.803,spotify:track:3NJG6vMH1ZsectZkocMEm0,239853.0,4.0,29.0
143,144,2017-01-01,Flo Rida,My House,"173,343",0.688,0.7020000000000001,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,spotify:track:6Knv6wdA0luoMUuuoYi2i1,192191.0,4.0,7.0
144,145,2017-01-01,Flume,Say It (feat. Tove Lo),"171,093",0.598,0.532,3.0,-6.832999999999999,0.0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.96300000000001,spotify:track:5aOpzm8W8zysk4asB9hxJw,262521.0,4.0,27.0
145,146,2017-01-01,Skrillex,Purple Lamborghini (with Rick Ross),"171,058",0.457,0.899,10.0,-2.591,0.0,0.132,0.0019,0.0,0.831,0.298,147.268,spotify:track:6JyuJFedEvPmdWQW0PkbGJ,215510.0,4.0,1.0
146,147,2017-01-01,The Weeknd,Secrets,"170,453",0.664,0.7709999999999999,0.0,-5.779,1.0,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,spotify:track:00NAQYOP4AmWR549nnYJZu,265600.0,4.0,32.0
147,148,2017-01-01,Lukas Graham,7 Years,"170,245",0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,spotify:track:5kqIPrATaCc2LqxVWzQGbk,237300.0,4.0,44.0
148,149,2017-01-01,The Temptations,My Girl,"170,168",0.5720000000000001,0.418,0.0,-10.738,1.0,0.0349,0.635,0.0,0.0961,0.6940000000000001,104.566,spotify:track:745H5CctFr12Mo7cqa1BMH,165000.0,4.0,2.0
149,150,2017-01-01,Calvin Harris,Feel So Close - Radio Edit,"169,357",0.7070000000000001,0.924,7.0,-2.842,1.0,0.031,0.0009720000000000001,0.00703,0.204,0.919,127.93700000000001,spotify:track:1gihuPhrLraKYrJMAEONyc,206413.0,4.0,1.0
150,151,2017-01-01,Travis Scott,Antidote,"169,297",0.713,0.526,1.0,-5.046,1.0,0.032,0.007670000000000001,0.000148,0.124,0.131,131.05,spotify:track:1wHZx0LgzFHyeIZkUydNXq,262693.0,4.0,79.0
151,152,2017-01-01,The Weeknd,True Colors,"168,726",0.624,0.424,1.0,-8.237,1.0,0.24,0.28600000000000003,0.0,0.17300000000000001,0.584,76.671,spotify:track:1oGdVdYjeQvojGKDddxLQQ,206013.0,4.0,41.0
152,153,2017-01-01,Nebu Kiniza,Gassed Up,"167,151",0.7979999999999999,0.568,5.0,-9.072000000000001,0.0,0.135,0.0213,0.0,0.0586,0.45,148.88,spotify:track:6JjEVlMkfHWMeYavkEYzNO,193911.0,3.0,188.0
153,154,2017-01-01,FRENSHIP,Capsize,"166,898",0.6829999999999999,0.708,5.0,-6.244,0.0,0.0305,0.0398,0.155,0.6859999999999999,0.355,92.991,spotify:track:2XMTqoHHSH0lvuXrvIEdco,237707.0,4.0,38.0
154,155,2017-01-01,Zara Larsson,I Would Like,"166,846",0.486,0.713,2.0,-3.949,0.0,0.0524,0.0853,0.0,0.0839,0.297,121.02799999999999,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,226720.0,4.0,58.0
155,156,2017-01-01,ZAYN,PILLOWTALK,"165,974",0.584,0.7,11.0,-4.275,1.0,0.0456,0.11699999999999999,0.0,0.0939,0.43799999999999994,124.944,spotify:track:0PDUDa38GO8lMxLCRc4lL1,202747.0,4.0,25.0
156,157,2017-01-01,JAY-Z,Ni**as In Paris,"165,222",0.7879999999999999,0.8590000000000001,1.0,-5.542000000000001,1.0,0.315,0.127,0.0,0.348,0.769,140.02700000000002,spotify:track:4Li2WHPkuyCdtmokzW2007,219333.0,4.0,34.0
157,158,2017-01-01,Luke Christopher,Lot to Learn,"164,741",0.405,0.846,6.0,-3.57,1.0,0.195,0.0948,0.0,0.0666,0.602,82.23200000000001,spotify:track:3TRFq09DUgYj1mug6RRqJW,248337.0,4.0,49.0
158,159,2017-01-01,Rae Sremmurd,No Type,"164,642",0.8909999999999999,0.486,6.0,-7.803,1.0,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,spotify:track:4scpF6J5uMBvoh6sFB7EL1,200080.0,4.0,34.0
159,160,2017-01-01,Future,Wicked,"164,503",0.718,0.679,11.0,-5.899,0.0,0.0706,0.0019100000000000002,0.0104,0.385,0.205,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x,173347.0,4.0,1.0
160,161,2017-01-01,Nicki Minaj,Black Barbies,"163,711",0.809,0.588,0.0,-5.167000000000001,1.0,0.0869,0.0878,7.240000000000001e-05,0.171,0.249,146.024,spotify:track:3y9cCbnBn0zjkJa2YkOj70,254080.0,4.0,13.0
161,162,2017-01-01,O.T. Genasis,Cut It (feat. Young Dolph),"163,667",0.875,0.6729999999999999,7.0,-4.184,1.0,0.0932,0.135,0.0,0.292,0.231,130.0,spotify:track:376KnY4TrgBITxjlnbnmIy,222600.0,4.0,1.0
162,163,2017-01-01,Russ,What They Want,"163,498",0.71,0.40399999999999997,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.39799999999999996,139.553,spotify:track:3pndPhlQWjuSoXhcIIdBjv,165853.0,4.0,338.0
163,164,2017-01-01,The Weeknd,Rockin’,"163,129",0.738,0.885,9.0,-5.547000000000001,0.0,0.20600000000000002,0.0133,0.0,0.0821,0.752,112.87799999999999,spotify:track:36YCdzT57us0LhDmCYtrNE,232880.0,4.0,29.0
164,165,2017-01-01,Tory Lanez,LUV,"162,888",0.539,0.528,11.0,-8.113,0.0,0.252,0.0108,0.0,0.11699999999999999,0.252,190.169,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,228640.0,4.0,6.0
165,166,2017-01-01,Coldplay,Hymn for the Weekend - Seeb Remix,"161,981",0.565,0.8490000000000001,0.0,-3.516,0.0,0.0517,0.00868,4.68e-06,0.12,0.42700000000000005,102.03399999999999,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,212647.0,4.0,8.0
166,167,2017-01-01,Jeremih,oui,"160,755",0.418,0.7240000000000001,5.0,-3.7239999999999998,1.0,0.0964,0.213,0.0,0.11199999999999999,0.604,78.521,spotify:track:0PJIbOdMs3bd5AT8liULMQ,238320.0,5.0,50.0
167,168,2017-01-01,Calvin Harris,My Way,"159,846",0.8190000000000001,0.9129999999999999,4.0,-3.0589999999999997,0.0,0.0427,0.0935,3.72e-05,0.161,0.536,119.98899999999999,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,219160.0,4.0,29.0
168,169,2017-01-01,A Boogie Wit da Hoodie,My Shit,"159,333",0.812,0.621,5.0,-8.3,1.0,0.0515,0.244,0.0,0.099,0.847,77.998,spotify:track:5uQOauh47VFt3B2kV9kRXw,128157.0,4.0,95.0
169,170,2017-01-01,Drake,Still Here,"158,154",0.833,0.431,0.0,-9.604,1.0,0.19399999999999998,0.0267,0.0,0.633,0.22399999999999998,133.938,spotify:track:4YJmZfvlheSziXem8HBWrj,189853.0,3.0,48.0
170,171,2017-01-01,Marc E. Bassy,You & Me,"157,927",0.449,0.635,1.0,-8.301,1.0,0.275,0.0413,0.0,0.188,0.608,84.414,spotify:track:7yCqehT9dKACTFy7YugP0J,218493.0,4.0,31.0
171,172,2017-01-01,The Clash,Should I Stay or Should I Go - Remastered,"157,705",0.742,0.833,2.0,-6.462999999999999,1.0,0.115,0.079,0.0,0.384,0.816,113.375,spotify:track:39shmbIHICJ2Wxnk1fPSdz,188987.0,4.0,2.0
172,173,2017-01-01,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"157,253",0.779,0.6709999999999999,9.0,-5.829,1.0,0.0814,0.153,1.12e-05,0.115,0.718,104.95299999999999,spotify:track:6Z6quH5WcwOkmgGPGrGUPL,177095.0,4.0,40.0
174,175,2017-01-01,Otis Redding,Stand by Me,"154,347",0.883,0.46399999999999997,10.0,-11.251,1.0,0.0591,0.27899999999999997,1.51e-05,0.0744,0.925,111.54799999999999,spotify:track:1aj4GXfmEYXfdVZohCpNKu,172333.0,4.0,1.0
175,176,2017-01-01,Fetty Wap,Trap Queen,"151,754",0.746,0.873,7.0,-3.803,1.0,0.128,0.0244,0.0,0.354,0.8170000000000001,148.075,spotify:track:2d8JP84HNLKhmd6IYOoupQ,222093.0,4.0,4.0
176,177,2017-01-01,Paul Simon,Me and Julio Down by the Schoolyard,"151,657",0.626,0.816,9.0,-10.593,1.0,0.13,0.237,1.8000000000000001e-06,0.10400000000000001,0.7979999999999999,105.33,spotify:track:6vxHp3CDNo0afgKGp2yi1E,164813.0,4.0,2.0
177,178,2017-01-01,Chris Brown,Party (feat. Usher & Gucci Mane),"151,474",0.762,0.5760000000000001,1.0,-4.9510000000000005,0.0,0.0829,0.0556,0.0,0.0869,0.316,142.096,spotify:track:05Z7jet4VDNVgNQWcYHnrk,220813.0,4.0,138.0
179,180,2017-01-01,Jonas Blue,By Your Side,"151,106",0.696,0.743,6.0,-3.8510000000000004,1.0,0.0329,0.0773,0.0,0.0587,0.636,123.007,spotify:track:51NBMjiv4t1nUiLC9Bim3G,201254.0,4.0,29.0
180,181,2017-01-01,Bebe Rexha,I Got You,"151,059",0.606,0.887,9.0,-4.782,0.0,0.052000000000000005,0.0498,3.47e-06,0.0958,0.349,97.97200000000001,spotify:track:2jB9QaPJyVdz2Q0Va8rrnU,191787.0,4.0,97.0
181,182,2017-01-01,A Boogie Wit da Hoodie,Timeless (feat. DJ SPINKING),"150,458",0.569,0.7609999999999999,5.0,-6.071000000000001,0.0,0.475,0.261,6.71e-06,0.0748,0.325,180.122,spotify:track:0q5DrtpnnGpOvBy5nnPMbe,184000.0,4.0,75.0
182,183,2017-01-01,Hearts & Colors,Lighthouse - Andrelli Remix,"149,929",0.595,0.662,11.0,-6.858,0.0,0.0362,0.0178,0.0,0.0804,0.41700000000000004,96.053,spotify:track:04CttTezSnv71USiiG9mIo,218447.0,4.0,55.0
183,184,2017-01-01,DJ Snake,Middle,"149,265",0.583,0.695,9.0,-5.336,1.0,0.0423,0.0141,0.0,0.0527,0.22399999999999998,104.87899999999999,spotify:track:0g5EKLgdKvNlln7TNqBByK,220573.0,4.0,9.0
184,185,2017-01-01,Kevin Gates,Really Really,"149,053",0.762,0.6659999999999999,0.0,-6.055,1.0,0.0916,0.00427,0.0,0.127,0.278,118.97,spotify:track:10I3CmmwT0BkOVhduDy53o,232093.0,4.0,22.0
185,186,2017-01-01,The Jackson 5,ABC,"148,305",0.715,0.6779999999999999,8.0,-11.842,1.0,0.0475,0.486,0.000192,0.15,0.9470000000000001,94.76899999999999,spotify:track:6wDviYDtmSDZ0S6TVMM9Vc,177733.0,4.0,1.0
186,187,2017-01-01,2 Chainz,Good Drank,"146,863",0.836,0.7759999999999999,4.0,-0.804,0.0,0.239,0.27399999999999997,0.0,0.113,0.37,130.033,spotify:track:39pS70eeDvyCAF3t8NAlVV,222707.0,4.0,130.0
187,188,2017-01-01,Young Thug,Wyclef Jean,"145,905",0.863,0.5760000000000001,5.0,-5.687,0.0,0.239,0.124,0.0,0.14300000000000002,0.8320000000000001,132.054,spotify:track:55OdqrG8WLmsYyY1jijD9b,236293.0,4.0,93.0
188,189,2017-01-01,Sam Cooke,(What A) Wonderful World - Remastered,"145,484",0.7709999999999999,0.522,11.0,-12.193,1.0,0.0368,0.5710000000000001,0.0,0.145,0.94,128.641,spotify:track:7N15WWy12QAMpGAh6QMAej,129061.0,4.0,1.0
189,190,2017-01-01,Big Sean,Living Single,"144,979",0.7140000000000001,0.62,11.0,-5.045,1.0,0.29600000000000004,0.223,0.0,0.109,0.73,80.109,spotify:track:36xxq7VDZZsGwARsn6Clo7,276347.0,4.0,27.0
190,191,2017-01-01,Bryson Tiller,Let Me Explain,"144,864",0.809,0.504,2.0,-3.201,1.0,0.15,0.00156,0.0,0.0856,0.525,120.065,spotify:track:1trZGMI2CGyVT44STkpCoN,223969.0,4.0,29.0
191,192,2017-01-01,Post Malone,Go Flex,"144,845",0.665,0.498,5.0,-8.185,1.0,0.0832,0.228,0.0,0.0757,0.127,81.96700000000001,spotify:track:5yuShbu70mtHXY0yLzCQLQ,179613.0,4.0,540.0
193,194,2017-01-01,J. Cole,She's Mine Pt. 1,"144,501",0.439,0.204,2.0,-15.165,1.0,0.0587,0.7659999999999999,0.0913,0.284,0.0408,139.65200000000002,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,209080.0,4.0,19.0
194,195,2017-01-01,The Weeknd,False Alarm,"144,393",0.517,0.677,8.0,-6.372999999999999,0.0,0.0746,0.0324,3.37e-05,0.18899999999999997,0.192,173.97799999999998,spotify:track:4oeaIftdpT3JuZLcCkKmVE,220307.0,4.0,19.0
195,196,2017-01-01,R. Kelly,Ignition - Remix,"144,377",0.795,0.523,1.0,-7.165,1.0,0.0423,0.061,0.0,0.0914,0.855,133.024,spotify:track:5dNfHmqgr128gMY2tc5CeJ,186067.0,4.0,10.0
196,197,2017-01-01,Fetty Wap,679 (feat. Remy Boyz),"143,877",0.618,0.7170000000000001,7.0,-5.7379999999999995,1.0,0.318,0.00256,0.0,0.625,0.603,190.05,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,196693.0,4.0,4.0
197,198,2017-01-01,Big Sean,I Don't Fuck With You,"143,847",0.8240000000000001,0.733,1.0,-5.475,1.0,0.0613,0.0355,0.0,0.324,0.39299999999999996,97.971,spotify:track:6B22JtLkKqJJ1wi4FNOLfw,284387.0,4.0,2.0
198,199,2017-01-01,Phil Collins,You Can't Hurry Love - 2016 Remaster,"143,813",0.619,0.934,7.0,-4.604,1.0,0.0336,0.0253,0.0,0.102,0.792,97.50200000000001,spotify:track:2jH8qui3xVaKMw65rjV0kz,174080.0,4.0,1.0
199,200,2017-01-01,DJ Khaled,For Free (feat. Drake),"143,765",0.9159999999999999,0.5710000000000001,10.0,-8.241,0.0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,spotify:track:4JDZl9nKIAhAhDjw753u4X,183695.0,4.0,1.0
306,107,2017-01-02,Gucci Mane,Both (feat. Drake),"184,948",0.85,0.405,7.0,-7.5089999999999995,0.0,0.225,0.11900000000000001,0.000118,0.0707,0.344,139.976,spotify:track:5tFep7dXGd7vEJ668wTPux,190312.0,4.0,279.0
309,110,2017-01-02,Niall Horan,This Town,"177,645",0.677,0.401,9.0,-8.467,1.0,0.0308,0.7120000000000001,0.0,0.11599999999999999,0.195,111.825,spotify:track:0qvzXomUDJVaUboy2wMfiS,232852.0,4.0,64.0
318,119,2017-01-02,Robin Schulz,Shed a Light,"169,638",0.483,0.787,8.0,-5.244,1.0,0.102,0.11199999999999999,0.0,0.257,0.58,122.05799999999999,spotify:track:1eyrmeiDpdTkOmA839nPVQ,191379.0,4.0,68.0
327,128,2017-01-02,DVBBS,Not Going Home,"161,772",0.7490000000000001,0.747,6.0,-6.457000000000001,1.0,0.121,0.0938,1.17e-05,0.256,0.475,109.06299999999999,spotify:track:5mqjkbTgyEzxTQOArWTOs6,195187.0,4.0,55.0
332,133,2017-01-02,VÉRITÉ,Somebody Else,"155,816",0.674,0.593,11.0,-6.47,0.0,0.0582,0.201,0.000529,0.209,0.46399999999999997,116.995,spotify:track:34i4yxPrHWquuR4kjiivFO,233077.0,4.0,43.0
336,137,2017-01-02,J. Cole,For Whom The Bell Tolls,"154,773",0.595,0.41600000000000004,10.0,-10.957,0.0,0.0366,0.536,0.0,0.293,0.185,74.556,spotify:track:3MWlVSkoLS1e66nlZ2tuWJ,127880.0,4.0,11.0
338,139,2017-01-02,J. Cole,4 Your Eyez Only,"153,965",0.701,0.485,11.0,-10.305,0.0,0.364,0.36700000000000005,6.31e-05,0.0852,0.496,78.863,spotify:track:1vvnYpYEMVB4aq9I6tHIEB,530253.0,4.0,15.0
341,142,2017-01-02,J. Cole,Ville Mentality,"153,407",0.87,0.386,7.0,-7.843,0.0,0.0684,0.745,0.00013000000000000002,0.122,0.642,119.91,spotify:track:2z3joGXrdGL2iEjIKQTiN1,194347.0,3.0,12.0
351,152,2017-01-02,The Weeknd,All I Know,"146,651",0.467,0.41700000000000004,8.0,-10.614,0.0,0.07400000000000001,0.42100000000000004,0.000202,0.102,0.171,120.021,spotify:track:0NWqNXBJTpXbkI5rPWNy3p,321027.0,4.0,24.0
357,158,2017-01-02,Martin Jensen,Solo Dance,"142,800",0.746,0.846,9.0,-2.432,1.0,0.048,0.0485,0.0,0.195,0.40299999999999997,114.955,spotify:track:3hRi7ubt1NhroxTrdnjn4w,174933.0,4.0,128.0
360,161,2017-01-02,Kid Cudi,Baptized In Fire,"139,543",0.6729999999999999,0.61,4.0,-8.386000000000001,0.0,0.191,0.606,0.0177,0.11599999999999999,0.759,152.062,spotify:track:6WSBZroxQaO3FYEpT2ACFH,285520.0,4.0,10.0
361,162,2017-01-02,J. Cole,Foldin Clothes,"139,509",0.698,0.48700000000000004,7.0,-9.887,0.0,0.312,0.23399999999999999,0.00086,0.0724,0.614,161.94299999999998,spotify:track:77IAeEz8LEchPN8UNjaTJ2,316920.0,4.0,5.0
362,163,2017-01-02,Sia,The Greatest (feat. Kendrick Lamar),"139,404",0.6679999999999999,0.725,1.0,-6.127000000000001,1.0,0.266,0.0102,0.000479,0.0561,0.7290000000000001,191.94400000000002,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,210227.0,4.0,26.0
363,164,2017-01-02,MiC LOWRY,Oh Lord,"138,996",0.27899999999999997,0.773,7.0,-6.718,0.0,0.0554,0.0194,0.0,0.0762,0.354,95.971,spotify:track:1XUiFMK48Yy4fgds8l9aLH,214745.0,4.0,24.0
364,165,2017-01-02,Keith Urban,Blue Ain't Your Color,"138,817",0.69,0.389,7.0,-8.635,1.0,0.0311,0.649,0.0,0.10400000000000001,0.47200000000000003,82.43700000000001,spotify:track:5RrA5jcU424bXil2jPgADV,227520.0,3.0,43.0
366,167,2017-01-02,Alok,Hear Me Now,"138,615",0.778,0.46299999999999997,11.0,-7.603,1.0,0.0389,0.546,0.0028899999999999998,0.0731,0.496,121.999,spotify:track:39cmB3ZoTOLwOTq7tMNqKa,194840.0,4.0,52.0
367,168,2017-01-02,The Lumineers,Ophelia,"137,352",0.664,0.573,5.0,-6.519,1.0,0.0277,0.613,0.000363,0.0857,0.5660000000000001,76.023,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,160097.0,4.0,49.0
368,169,2017-01-02,The Weeknd,Attention,"137,212",0.6709999999999999,0.428,4.0,-7.0520000000000005,0.0,0.124,0.688,0.000182,0.11900000000000001,0.36200000000000004,148.04,spotify:track:6pDVjCUA3B1vg9waKutAsv,197653.0,4.0,18.0
369,170,2017-01-02,Nause,Dynamite (feat. Pretty Sister),"137,147",0.8109999999999999,0.8009999999999999,9.0,-6.0,0.0,0.0802,0.0548,2.09e-05,0.0742,0.693,105.055,spotify:track:2Ae5awwKvQpTBKQHr1TYCg,195429.0,4.0,12.0
370,171,2017-01-02,Eminem,'Till I Collapse,"136,956",0.5479999999999999,0.847,1.0,-3.237,1.0,0.18600000000000003,0.0622,0.0,0.0816,0.1,171.447,spotify:track:4xkOaSrkexMciUUogZKVTS,297787.0,4.0,251.0
